1,520
2,873
3,356
4,334
5,166
6,652
7,1172
8,253
9,434
10,816
11,1588
12,570
13,170
14,2210
15,399
16,521
17,216
18,1813
19,1469
20,138
21,79
22,1830
23,400
24,110
25,579
26,218
27,949
28,445
29,751
30,180
31,478
32,306
33,344
34,258
35,329
36,376
37,119
38,228
39,413
40,954
41,569
42,462
43,162
44,151
45,435
46,193
47,185
48,417
49,225
50,347
51,195
52,788
53,290
54,231
55,611
56,206
57,1037
58,571
59,263
60,279
61,553
62,221
63,82
64,148
65,395
66,267
67,84
68,434
69,325
70,353
71,155
72,67
73,715
74,866
75,120
76,712
77,58
78,71
79,314
80,40
81,199
82,82
83,864
84,123
85,109
86,198
87,736
88,64
89,477
90,398
91,51
92,56
93,76
94,217
95,70
96,134
97,172
98,29
99,122
100,59
101,68
102,123
103,341
104,110
105,112
106,306
107,92
108,84
109,27
110,139
111,145
112,38
113,35
114,183
115,51
116,35
117,132
118,215
119,148
120,129
121,50
122,68
123,62
124,38
125,46
126,437
127,53
128,42
129,82
130,117
131,27
132,192
133,61
134,58
135,34
136,57
137,34
138,44
139,47
140,48
141,44
142,57
143,32
144,26
145,22
146,34
147,83
148,44
149,25
150,75
151,32
152,38
153,190
154,27
155,46
156,31
157,31
158,29
159,41
160,25
161,24
162,53
163,27
164,32
165,32
166,28
167,25
168,54
169,32
170,37
171,36
172,40
173,21
174,21
175,49
176,72
177,32
178,51
179,27
180,49
181,31
182,33
183,40
184,45
185,20
186,24
187,24
188,23
189,24
190,22
191,21
192,22
193,24
194,24
195,20
196,25
197,25
198,20
199,20
200,20
201,22
202,21
203,20
204,21
205,20
206,23
207,20
208,20
209,20
210,20
211,20
212,20
213,20
214,20
215,20
216,21
217,20
218,20
219,20
220,20
221,20
222,20
223,21
224,20
225,20
226,20
227,20
228,20
229,20
230,20
231,20
232,20
233,20
234,20
235,20
236,20
237,20
238,20
239,20
240,20
241,20
242,20
243,20
244,20
245,20
246,20
247,20
248,20
249,20
250,20
251,20
252,20
253,20
254,20
255,20
256,20
257,20
258,20
259,20
260,20
261,20
262,20
263,20
264,20
265,20
266,20
267,20
268,20
269,20
270,20
271,20
272,20
273,20
274,20
275,20
276,20
277,20
278,20
279,20
280,20
281,20
282,20
283,20
284,20
285,20
286,20
287,20
288,20
289,20
290,20
291,20
292,20
293,20
294,20
295,20
296,20
297,20
298,20
299,20
300,20
301,20
302,20
303,20
304,20
305,20
306,20
307,20
308,20
309,20
310,20
311,20
312,20
313,20
314,20
315,20
316,20
317,20
318,20
319,20
320,20
321,20
322,20
323,20
324,20
325,20
326,20
327,20
328,20
329,20
330,20
331,20
332,20
333,20
334,20
335,20
336,20
337,20
338,20
339,20
340,20
341,20
342,20
343,20
344,20
345,20
346,20
347,20
348,20
349,20
350,20
351,20
352,20
353,20
354,20
355,20
356,20
357,20
358,20
359,20
360,20
361,20
362,20
363,20
364,20
365,20
366,20
367,20
368,20
369,20
370,20
371,20
372,20
373,20
374,20
375,20
376,20
377,20
378,20
379,20
380,20
381,20
382,20
383,20
384,20
385,20
386,20
387,20
388,20
389,20
390,20
391,20
392,20
393,20
394,20
395,20
396,20
397,20
398,20
399,20
400,20
401,20
402,20
403,20
404,20
405,20
406,20
407,20
408,20
409,20
410,20
411,20
412,20
413,20
414,20
415,20
416,20
417,20
418,20
419,20
420,20
421,20
422,20
423,20
424,20
425,20
426,20
427,20
428,20
429,20
430,20
431,20
432,20
433,20
434,20
435,20
436,20
437,20
438,20
439,20
440,20
441,20
442,20
443,20
444,20
445,20
446,20
447,20
448,20
449,20
450,20
451,20
452,20
453,20
454,20
455,20
456,20
457,20
458,20
459,20
460,20
461,20
462,20
463,20
464,20
465,20
466,20
467,20
468,20
469,20
470,20
471,20
472,20
473,20
474,20
475,20
476,20
477,20
478,20
479,20
480,20
481,20
482,20
483,20
484,20
485,20
486,20
487,20
488,20
489,20
490,20
491,20
492,20
493,20
494,20
495,20
496,20
497,20
498,20
499,20
500,20
