1,760
2,2820
3,2558
4,581
5,191
6,2301
7,611
8,585
9,2045
10,961
11,662
12,202
13,465
14,1361
15,1238
16,622
17,616
18,506
19,645
20,337
21,524
22,1221
23,361
24,582
25,1081
26,894
27,286
28,664
29,370
30,1297
31,790
32,170
33,1733
34,295
35,318
36,308
37,554
38,1164
39,1075
40,2000
41,302
42,1762
43,661
44,749
45,461
46,227
47,1065
48,201
49,219
50,293
51,269
52,118
53,1174
54,292
55,429
56,169
57,278
58,124
59,170
60,267
61,476
62,1776
63,268
64,341
65,178
66,134
67,164
68,238
69,560
70,691
71,228
72,271
73,501
74,606
75,1168
76,277
77,138
78,222
79,293
80,135
81,286
82,467
83,185
84,331
85,500
86,577
87,487
88,96
89,328
90,483
91,123
92,201
93,253
94,352
95,89
96,96
97,286
98,241
99,404
100,169
101,108
102,390
103,325
104,640
105,110
106,264
107,170
108,257
109,180
110,156
111,243
112,128
113,166
114,295
115,178
116,107
117,107
118,68
119,192
120,363
121,201
122,125
123,95
124,143
125,92
126,166
127,71
128,597
129,311
130,156
131,174
132,83
133,76
134,279
135,257
136,192
137,61
138,139
139,71
140,663
141,142
142,84
143,268
144,144
145,120
146,169
147,183
148,211
149,188
150,294
151,378
152,62
153,266
154,103
155,206
156,50
157,104
158,100
159,68
160,36
161,191
162,137
163,157
164,95
165,37
166,82
167,53
168,131
169,190
170,207
171,84
172,198
173,43
174,28
175,47
176,136
177,58
178,64
179,104
180,106
181,159
182,42
183,47
184,174
185,26
186,129
187,58
188,81
189,64
190,77
191,130
192,130
193,128
194,57
195,51
196,203
197,56
198,57
199,51
200,89
201,56
202,32
203,88
204,66
205,71
206,96
207,33
208,41
209,46
210,30
211,69
212,32
213,68
214,40
215,54
216,30
217,40
218,28
219,38
220,32
221,33
222,27
223,44
224,34
225,42
226,44
227,50
228,35
229,31
230,26
231,22
232,24
233,25
234,25
235,28
236,24
237,22
238,26
239,33
240,26
241,25
242,31
243,25
244,24
245,24
246,23
247,22
248,23
249,25
250,22
251,25
252,23
253,22
254,23
255,22
256,23
257,27
258,22
259,23
260,22
261,22
262,22
263,22
264,22
265,23
266,22
267,22
268,23
269,22
270,22
271,22
272,23
273,22
274,22
275,22
276,22
277,22
278,22
279,22
280,22
281,22
282,22
283,22
284,22
285,22
286,22
287,22
288,22
289,22
290,22
291,22
292,22
293,22
294,22
295,22
296,22
297,22
298,22
299,22
300,22
301,22
302,22
303,22
304,22
305,22
306,22
307,22
308,22
309,22
310,22
311,22
312,22
313,22
314,22
315,22
316,22
317,22
318,22
319,22
320,22
321,22
322,22
323,22
324,22
325,22
326,22
327,22
328,22
329,22
330,22
331,22
332,22
333,22
334,22
335,22
336,22
337,22
338,22
339,22
340,22
341,22
342,22
343,22
344,22
345,22
346,22
347,22
348,22
349,22
350,22
351,22
352,22
353,22
354,22
355,22
356,22
357,22
358,22
359,22
360,22
361,22
362,22
363,22
364,22
365,22
366,22
367,22
368,22
369,22
370,22
371,22
372,22
373,22
374,22
375,22
376,22
377,22
378,22
379,22
380,22
381,22
382,22
383,22
384,22
385,22
386,22
387,22
388,22
389,22
390,22
391,22
392,22
393,22
394,22
395,22
396,22
397,22
398,22
399,22
400,22
401,22
402,22
403,22
404,22
405,22
406,22
407,22
408,22
409,22
410,22
411,22
412,22
413,22
414,22
415,22
416,22
417,22
418,22
419,22
420,22
421,22
422,22
423,22
424,22
425,22
426,22
427,22
428,22
429,22
430,22
431,22
432,22
433,22
434,22
435,22
436,22
437,22
438,22
439,22
440,22
441,22
442,22
443,22
444,22
445,22
446,22
447,22
448,22
449,22
450,22
451,22
452,22
453,22
454,22
455,22
456,22
457,22
458,22
459,22
460,22
461,22
462,22
463,22
464,22
465,22
466,22
467,22
468,22
469,22
470,22
471,22
472,22
473,22
474,22
475,22
476,22
477,22
478,22
479,22
480,22
481,22
482,22
483,22
484,22
485,22
486,22
487,22
488,22
489,22
490,22
491,22
492,22
493,22
494,22
495,22
496,22
497,22
498,22
499,22
500,22
